dgp,truth,sigma,rep,module,rmse_h1,rmse_h5,persist_h1,persist_h5,retained
D1_M1_collapse,M1_autonomous_Schaefer,5.0,17,M1b_autonomous_Allee,7.423195287693176,13.3261387254992,7.023880178062564,5.9875432026565285,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,17,M2_stockflow_regimeC,4.453630351649688,4.150447859507968,7.023880178062564,5.9875432026565285,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,17,M3_AR_residual,4.4364725899211335,4.165171809128442,7.023880178062564,5.9875432026565285,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,17,M4_delayed_info,4.569782084098965,4.189652016681699,7.023880178062564,5.9875432026565285,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,18,M1_autonomous_Schaefer,6.177961638700043,5.65547075742082,9.632338199276294,7.4592262044852236,True
D1_M1_collapse,M1_autonomous_Schaefer,5.0,18,M1b_autonomous_Allee,9.871370154318766,13.11442930638011,9.632338199276294,7.4592262044852236,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,18,M2_stockflow_regimeC,6.177961638700043,5.65547075742082,9.632338199276294,7.4592262044852236,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,18,M3_AR_residual,6.267263882015978,5.678859409310225,9.632338199276294,7.4592262044852236,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,18,M4_delayed_info,6.373335199070463,5.625367688361599,9.632338199276294,7.4592262044852236,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,19,M1_autonomous_Schaefer,5.625533896643941,6.187311169087806,11.034715601608433,7.862212991247655,True
D1_M1_collapse,M1_autonomous_Schaefer,5.0,19,M1b_autonomous_Allee,12.043613693409107,15.281399292237712,11.034715601608433,7.862212991247655,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,19,M2_stockflow_regimeC,5.625533896643941,6.187311169087806,11.034715601608433,7.862212991247655,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,19,M3_AR_residual,5.9263563340921115,6.242946409319737,11.034715601608433,7.862212991247655,False
D1_M1_collapse,M1_autonomous_Schaefer,5.0,19,M4_delayed_info,6.376752522906554,6.17894868142934,11.034715601608433,7.862212991247655,False
