"stockid","tsyear","F","TC","SSB"
"JANCHOTSST",1983,NA,71100,73800
"JANCHOTSST",1984,NA,58900,69200
"JANCHOTSST",1985,NA,44600,48500
"JANCHOTSST",1986,NA,61900,78400
"JANCHOTSST",1987,NA,41800,55100
"JANCHOTSST",1988,NA,51700,54000
"JANCHOTSST",1989,NA,53700,71700
"JANCHOTSST",1990,NA,41800,69500
"JANCHOTSST",1991,NA,76400,117000
"JANCHOTSST",1992,NA,83800,105000
"JANCHOTSST",1993,NA,68200,123000
"JANCHOTSST",1994,NA,56800,108000
"JANCHOTSST",1995,NA,93100,112000
"JANCHOTSST",1996,NA,114000,146000
"JANCHOTSST",1997,NA,78400,134000
"JANCHOTSST",1998,NA,128000,210000
"JANCHOTSST",1999,NA,128000,188000
"JANCHOTSST",2000,NA,127000,147000
"JANCHOTSST",2001,NA,65300,87500
"JANCHOTSST",2002,NA,65500,67900
"JANCHOTSST",2003,NA,76900,85500
"JANCHOTSST",2004,NA,61000,76100
"JANCHOTSST",2005,NA,75100,90900
"JANCHOTSST",2006,NA,70200,86400
"JANCHOTSST",2007,NA,83400,180000
"JANCHOTSST",2008,NA,96600,166000
"JANCHOTSST",2009,NA,51200,108000
"JANCHOTSST",2010,NA,66400,109000
"JANCHOTSST",2011,NA,64500,81100
"JANCHOTSST",2012,NA,50300,56500
"JANCHOTSST",2013,NA,48100,71500
"JANCHOTSST",2014,NA,60500,78000
"JANCHOTSST",2015,NA,61200,61000
"JANCHOTSST",2016,NA,50800,66000
"JANCHOTSST",2017,NA,50300,56000
"JANCHOTSST",2018,NA,43100,48000
"PANCHCCH",1985,0.09,9841,81300
"PANCHCCH",1986,0.45,51192,72600
"PANCHCCH",1987,0.26,33627,89200
"PANCHCCH",1988,0.55,46441,52600
"PANCHCCH",1989,0.67,66976,59100
"PANCHCCH",1990,0.6,83730,87000
"PANCHCCH",1991,0.67,62028,55900
"PANCHCCH",1992,0.39,33103,55900
"PANCHCCH",1993,0.6,99139,98700
"PANCHCCH",1994,0.37,111778,199000
"PANCHCCH",1995,0.99,216424,116000
"PANCHCCH",1996,1.07,95185,46400
"PANCHCCH",1997,0.91,75264,46600
"PANCHCCH",1998,1.7,99877,24600
"PANCHCCH",1999,0.58,61210,66100
"PANCHCCH",2000,0.71,52195,44000
"PANCHCCH",2001,0.34,17172,34400
"PANCHCCH",2002,0.22,12411,37900
"PANCHCCH",2003,0.89,77558,49600
"PANCHCCH",2004,0.79,83521,62700
"PANCHCCH",2005,0.93,78660,47300
"PANCHCCH",2006,0.66,72918,66800
"PANCHCCH",2007,0.37,54326,99100
"PANCHCCH",2008,0.63,56845,56700
"PANCHCCH",2009,0.41,37776,57900
"PANCHCCH",2010,0.42,45789,69900
"PANCHCCH",2011,0.48,59704,70600
"PANCHCCH",2012,0.27,42172,108000
"PANCHCCH",2013,0.31,34777,76800
"PANCHCCH",2014,0.41,33964,55700
"PANCHCCH",2015,0.35,20086,38600
"PANCHCCH",2016,0.42,20811,54100
"PANCHCCH",2017,0.239,16565,49671
"PANCHCCH",2018,0.525,38841,48859
"PANCHCCH",2019,0.572,60528,70142
"PANCHCCH",2020,0.373,91927,120240
"PANCHCHVX",1960,NA,NA,NA
"PANCHCHVX",1961,NA,NA,NA
"PANCHCHVX",1962,NA,NA,NA
"PANCHCHVX",1963,NA,NA,NA
"PANCHCHVX",1964,NA,NA,NA
"PANCHCHVX",1965,NA,NA,NA
"PANCHCHVX",1966,NA,NA,NA
"PANCHCHVX",1967,NA,NA,NA
"PANCHCHVX",1968,NA,NA,NA
"PANCHCHVX",1969,NA,NA,NA
"PANCHCHVX",1970,NA,NA,NA
"PANCHCHVX",1971,NA,NA,NA
"PANCHCHVX",1972,NA,NA,NA
"PANCHCHVX",1973,NA,NA,NA
"PANCHCHVX",1974,NA,NA,NA
"PANCHCHVX",1975,NA,NA,NA
"PANCHCHVX",1976,NA,NA,NA
"PANCHCHVX",1977,NA,NA,NA
"PANCHCHVX",1978,NA,NA,NA
"PANCHCHVX",1979,NA,NA,NA
"PANCHCHVX",1980,NA,NA,NA
"PANCHCHVX",1981,NA,NA,NA
"PANCHCHVX",1982,NA,NA,NA
"PANCHCHVX",1983,NA,NA,NA
"PANCHCHVX",1984,NA,NA,NA
"PANCHCHVX",1985,NA,NA,NA
"PANCHCHVX",1986,NA,NA,NA
"PANCHCHVX",1987,NA,NA,NA
"PANCHCHVX",1988,NA,NA,NA
"PANCHCHVX",1989,NA,NA,NA
"PANCHCHVX",1990,0.849,NA,237000
"PANCHCHVX",1991,0.78,NA,561000
"PANCHCHVX",1992,0.487,NA,698000
"PANCHCHVX",1993,0.397,NA,703000
"PANCHCHVX",1994,1.26,NA,472000
"PANCHCHVX",1995,0.846,NA,451000
"PANCHCHVX",1996,1.4,NA,325000
"PANCHCHVX",1997,1.48,NA,270000
"PANCHCHVX",1998,0.592,NA,335000
"PANCHCHVX",1999,2.71,NA,150000
"PANCHCHVX",2000,0.429,NA,152000
"PANCHCHVX",2001,0.085,NA,335000
"PANCHCHVX",2002,1.66,NA,241000
"PANCHCHVX",2003,1.51,NA,345000
"PANCHCHVX",2004,1.07,NA,559000
"PANCHCHVX",2005,0.997,NA,715000
"PANCHCHVX",2006,1.43,NA,648000
"PANCHCHVX",2007,1.49,NA,512000
"PANCHCHVX",2008,1.37,NA,361000
"PANCHCHVX",2009,3.11,NA,157000
"PANCHCHVX",2010,2.91,NA,101000
"PANCHCHVX",2011,2.11,NA,79800
"PANCHCHVX",2012,1.75,NA,77700
"PANCHCSCH",1990,0.89,NA,238000
"PANCHCSCH",1991,0.823,NA,553000
"PANCHCSCH",1992,0.486,NA,687000
"PANCHCSCH",1993,0.402,NA,694000
"PANCHCSCH",1994,1.27,NA,469000
"PANCHCSCH",1995,0.871,NA,450000
"PANCHCSCH",1996,1.44,NA,320000
"PANCHCSCH",1997,1.5,350755,267000
"PANCHCSCH",1998,0.607,77701,333000
"PANCHCSCH",1999,2.99,442110,133000
"PANCHCSCH",2000,0.494,56441,128000
"PANCHCSCH",2001,0.101,14545,288000
"PANCHCSCH",2002,1.5,235359,230000
"PANCHCSCH",2003,1.54,269955,344000
"PANCHCSCH",2004,1.06,359681,567000
"PANCHCSCH",2005,1.05,431902,691000
"PANCHCSCH",2006,1.59,328805,594000
"PANCHCSCH",2007,1.7,639364,436000
"PANCHCSCH",2008,1.59,411747,308000
"PANCHCSCH",2009,3.34,362871,155000
"PANCHCSCH",2010,3.62,311530,81200
"PANCHCSCH",2011,3.17,167758,55700
"PANCHCSCH",2012,2.11,66681,58200
"PANCHCSCH",2013,1.09,60226,68700
"PANCHCSCH",2014,1.01,58785,97600
"PANCHCSCH",2015,0.652,57116,180000
"PANCHCSCH",2016,0.394,71774,204000
"PANCHCSCH",2017,0.274,51957,225790
"PANCHCSCH",2018,0.326,67425,278450
"PANCHCSCH",2019,0.387,138520,351370
"PANCHCSCH",2020,0.385,160799,495110
"PANCHNCH",1984,NA,NA,18000
"PANCHNCH",1985,NA,NA,1320000
"PANCHNCH",1986,NA,NA,2050000
"PANCHNCH",1987,NA,NA,580000
"PANCHNCH",1988,NA,NA,1980000
"PANCHNCH",1989,NA,NA,2270000
"PANCHNCH",1990,NA,NA,1190000
"PANCHNCH",1991,NA,NA,1350000
"PANCHNCH",1992,NA,NA,1810000
"PANCHNCH",1993,NA,NA,1360000
"PANCHNCH",1994,NA,NA,2960000
"PANCHNCH",1995,NA,NA,2300000
"PANCHNCH",1996,NA,NA,1960000
"PANCHNCH",1997,NA,NA,1550000
"PANCHNCH",1998,4.02,NA,593000
"PANCHNCH",1999,1.49,NA,2550000
"PANCHNCH",2000,0.854,NA,2180000
"PANCHNCH",2001,1.39,NA,1450000
"PANCHNCH",2002,2.98,NA,2180000
"PANCHNCH",2003,1.44,NA,983000
"PANCHNCH",2004,3.34,NA,2260000
"PANCHNCH",2005,4.01,NA,2020000
"PANCHNCH",2006,3.16,NA,1480000
"PANCHNCH",2007,4.02,NA,1510000
"PANCHNCH",2008,4.02,NA,918000
"PANCHNCH",2009,3.14,NA,957000
"PANCHNCH",2010,2.95,NA,877000
"PANCHNCH",2011,2.25,NA,2100000
"PANCHNCH",2012,1.1,NA,1520000
"PANCHNCHSP",1984,4.06,NA,301000
"PANCHNCHSP",1985,0.262,NA,1360000
"PANCHNCHSP",1986,1.71,640079,2150000
"PANCHNCHSP",1987,0.41,298135,1870000
"PANCHNCHSP",1988,0.561,647372,3600000
"PANCHNCHSP",1989,1.19,1406461,2550000
"PANCHNCHSP",1990,0.868,719019,1930000
"PANCHNCHSP",1991,1.03,916737,1760000
"PANCHNCHSP",1992,2.46,1338982,2120000
"PANCHNCHSP",1993,2.16,1008092,2500000
"PANCHNCHSP",1994,1.61,2090670,3930000
"PANCHNCHSP",1995,1.94,2238670,2850000
"PANCHNCHSP",1996,0.877,997774,2230000
"PANCHNCHSP",1997,7.35,2007170,909000
"PANCHNCHSP",1998,2.5,220951,1520000
"PANCHNCHSP",1999,0.854,989697,2590000
"PANCHNCHSP",2000,5.77,1081567,2180000
"PANCHNCHSP",2001,3.85,849107,1840000
"PANCHNCHSP",2002,4.7,1045455,2500000
"PANCHNCHSP",2003,1.15,673042,1860000
"PANCHNCHSP",2004,2.77,1567868,2790000
"PANCHNCHSP",2005,2.89,1006925,2100000
"PANCHNCHSP",2006,1.91,536630,1750000
"PANCHNCHSP",2007,2.8,813907,1550000
"PANCHNCHSP",2008,7.29,889728,874000
"PANCHNCHSP",2009,5.38,504060,1240000
"PANCHNCHSP",2010,1.23,567620,1020000
"PANCHNCHSP",2011,5.33,1270832,1260000
"PANCHNCHSP",2012,2.07,477406,1190000
"PANCHNCHSP",2013,1.72,437608,1200000
"PANCHNCHSP",2014,7.98,750831,669000
"PANCHNCHSP",2015,4.22,430022,1210000
"PANCHNCHSP",2016,1.4943,291606,366150
"PANCHNCHSP",2017,0.69713,723174,969580
"PANCHNCHSP",2018,0.62256,915427,909770
"PANCHNCHSP",2019,0.52977,690083,1259400
"PANCHPERUNC",1959,NA,NA,NA
"PANCHPERUNC",1960,NA,NA,NA
"PANCHPERUNC",1961,NA,NA,NA
"PANCHPERUNC",1962,0.517,NA,8880000
"PANCHPERUNC",1963,0.444,NA,8290000
"PANCHPERUNC",1964,0.575,NA,6480000
"PANCHPERUNC",1965,0.595,NA,7950000
"PANCHPERUNC",1966,0.553,NA,7780000
"PANCHPERUNC",1967,0.663,NA,8290000
"PANCHPERUNC",1968,0.673,NA,7440000
"PANCHPERUNC",1969,0.536,NA,11500000
"PANCHPERUNC",1970,0.625,NA,10200000
"PANCHPERUNC",1971,1.72,NA,1990000
"PANCHPERUNC",1972,2.1,NA,968000
"PANCHPERUNC",1973,0.378,NA,2150000
"PANCHPERUNC",1974,0.829,NA,2070000
"PANCHPERUNC",1975,0.577,NA,3710000
"PANCHPERUNC",1976,0.613,NA,2320000
"PANCHPERUNC",1977,0.35,NA,1590000
"PANCHPERUNC",1978,0.171,NA,1360000
"PANCHPERUNC",1979,0.455,NA,2100000
"PANCHPERUNC",1980,0.0553,NA,2830000
"PANCHPERUNC",1981,0.055,NA,2210000
"PANCHPERUNC",1982,0.575,NA,1220000
"PANCHPERUNC",1983,0.149,NA,1310000
"PANCHPERUNC",1984,0.00365,NA,4130000
"PANCHPERUNC",1985,0.0906,NA,3650000
"PANCHPERUNC",1986,1.52,NA,968000
"PANCHPERUNC",1987,1.25,NA,1050000
"PANCHPERUNC",1988,0.384,NA,1670000
"PANCHPERUNC",1989,1.15,NA,2010000
"PANCHPERUNC",1990,0.672,NA,2470000
"PANCHPERUNC",1991,0.583,NA,2300000
"PANCHPERUNC",1992,0.84,NA,1390000
"PANCHPERUNC",1993,1.38,NA,2010000
"PANCHPERUNC",1994,1.1,NA,4300000
"PANCHPERUNC",1995,1.08,NA,2750000
"PANCHPERUNC",1996,1.08,NA,3340000
"PANCHPERUNC",1997,1.78,NA,1590000
"PANCHPERUNC",1998,0.171,NA,1820000
"PANCHPERUNC",1999,0.633,NA,2890000
"PANCHPERUNC",2000,0.979,NA,5970000
"PANCHPERUNC",2001,1.14,NA,5690000
"PANCHPERUNC",2002,0.611,NA,4730000
"PANCHPERUNC",2003,0.726,NA,3340000
"PANCHPERUNC",2004,0.789,NA,5400000
"PANCHPERUNC",2005,0.752,NA,5860000
"PANCHPERUNC",2006,1.17,NA,3990000
"PANCHPERUNC",2007,0.615,NA,3650000
"PANCHPERUNC",2008,0.588,NA,6590000
"PANCHSCH",1984,NA,NA,NA
"PANCHSCH",1985,0.32,NA,58800
"PANCHSCH",1986,0.59,NA,191000
"PANCHSCH",1987,0.34,NA,206000
"PANCHSCH",1988,0.55,NA,186000
"PANCHSCH",1989,0.75,NA,203000
"PANCHSCH",1990,0.89,NA,228000
"PANCHSCH",1991,0.95,NA,165000
"PANCHSCH",1992,0.67,NA,114000
"PANCHSCH",1993,0.95,NA,239000
"PANCHSCH",1994,0.47,NA,467000
"PANCHSCH",1995,1.12,NA,442000
"PANCHSCH",1996,1.43,NA,175000
"PANCHSCH",1997,1.75,NA,133000
"PANCHSCH",1998,2.78,NA,120000
"PANCHSCH",1999,0.96,NA,161000
"PANCHSCH",2000,1.06,NA,123000
"PANCHSCH",2001,0.44,NA,84600
"PANCHSCH",2002,0.25,NA,101000
"PANCHSCH",2003,1.11,NA,199000
"PANCHSCH",2004,1.03,NA,218000
"PANCHSCH",2005,1.17,NA,180000
"PANCHSCH",2006,0.81,NA,227000
"PANCHSCH",2007,0.5,NA,253000
"PANCHSCH",2008,0.88,NA,169000
"PANCHSCH",2009,0.46,NA,171000
"PANCHSCH",2010,0.48,NA,206000
"PANCHSCH",2011,0.61,NA,206000
"PANCHSCH",2012,0.52,NA,235000
"SPRAT22-32",1973,NA,NA,NA
"SPRAT22-32",1974,0.314,242000,1110000
"SPRAT22-32",1975,0.352,201000,819000
"SPRAT22-32",1976,0.359,195000,635000
"SPRAT22-32",1977,0.328,181000,916000
"SPRAT22-32",1978,0.319,132000,643000
"SPRAT22-32",1979,0.241,77000,388000
"SPRAT22-32",1980,0.267,58000,250000
"SPRAT22-32",1981,0.155,49000,223000
"SPRAT22-32",1982,0.256,49000,282000
"SPRAT22-32",1983,0.123,37000,423000
"SPRAT22-32",1984,0.173,53000,593000
"SPRAT22-32",1985,0.174,70000,552000
"SPRAT22-32",1986,0.223,76000,505000
"SPRAT22-32",1987,0.284,88000,418000
"SPRAT22-32",1988,0.251,80000,378000
"SPRAT22-32",1989,0.225,86000,401000
"SPRAT22-32",1990,0.142,86000,534000
"SPRAT22-32",1991,0.18,103000,736000
"SPRAT22-32",1992,0.208,142000,977000
"SPRAT22-32",1993,0.167,178000,1260000
"SPRAT22-32",1994,0.271,289000,1300000
"SPRAT22-32",1995,0.357,313000,1360000
"SPRAT22-32",1996,0.312,441000,1730000
"SPRAT22-32",1997,0.426,529000,1700000
"SPRAT22-32",1998,0.429,471000,1270000
"SPRAT22-32",1999,0.41,421000,1300000
"SPRAT22-32",2000,0.339,389000,1220000
"SPRAT22-32",2001,0.312,342000,1110000
"SPRAT22-32",2002,0.403,343000,880000
"SPRAT22-32",2003,0.438,308000,742000
"SPRAT22-32",2004,0.531,374000,949000
"SPRAT22-32",2005,0.499,405000,1160000
"SPRAT22-32",2006,0.414,352000,945000
"SPRAT22-32",2007,0.391,388000,845000
"SPRAT22-32",2008,0.427,381000,944000
"SPRAT22-32",2009,0.532,407000,854000
"SPRAT22-32",2010,0.408,342000,891000
"SPRAT22-32",2011,NA,268000,722000
"SPRAT22-32",2012,0.288,231000,905000
"SPRAT22-32",2013,0.347,272000,883000
"SPRAT22-32",2014,0.407,244000,901000
"SPRAT22-32",2015,0.268,247000,753000
"SPRAT22-32",2016,0.223,247000,1340000
"SPRAT22-32",2017,0.277,286000,1290000
"SPRAT22-32",2018,0.3188,308827,1370000
"SPRAT22-32",2019,0.405,314000,1103000
"SPRAT22-32",2020,0.373,272000,892322
"SPRAT22-32",2021,0.356,NA,1082149
"SPRAT22-32",2022,0.358,NA,1127237
"SPRAT22-32",2023,NA,NA,903773
"SPRATIIIa-IV",1974,1.148,463344,605615
"SPRATIIIa-IV",1975,1.609,732312,605010
"SPRATIIIa-IV",1976,1.653,628598,497325
"SPRATIIIa-IV",1977,1.442,385257,337729
"SPRATIIIa-IV",1978,0.957,458804,388481
"SPRATIIIa-IV",1979,0.626,463638,619706
"SPRATIIIa-IV",1980,2.158,387434,425491
"SPRATIIIa-IV",1981,1.049,280582,302549
"SPRATIIIa-IV",1982,0.963,162357,180954
"SPRATIIIa-IV",1983,1.615,115440,87378
"SPRATIIIa-IV",1984,0.925,113444,65578
"SPRATIIIa-IV",1985,1.269,62514,60355
"SPRATIIIa-IV",1986,1.054,27520,23040
"SPRATIIIa-IV",1987,0.356,53942,55492
"SPRATIIIa-IV",1988,1.255,103652,57412
"SPRATIIIa-IV",1989,0.296,58420,42531
"SPRATIIIa-IV",1990,1.487,78180,41940
"SPRATIIIa-IV",1991,0.692,125815,86163
"SPRATIIIa-IV",1992,0.802,156471,121297
"SPRATIIIa-IV",1993,1.564,208848,166542
"SPRATIIIa-IV",1994,0.682,424206,135402
"SPRATIIIa-IV",1995,1.448,446555,198590
"SPRATIIIa-IV",1996,1.335,95496,108120
"SPRATIIIa-IV",1997,0.983,125174,108662
"SPRATIIIa-IV",1998,1.651,188907,134457
"SPRATIIIa-IV",1999,0.869,243158,130092
"SPRATIIIa-IV",2000,1.425,222027,184241
"SPRATIIIa-IV",2001,1.498,153321,125492
"SPRATIIIa-IV",2002,1.582,174713,111302
"SPRATIIIa-IV",2003,1.216,174988,139944
"SPRATIIIa-IV",2004,1.848,231352,173338
"SPRATIIIa-IV",2005,1.275,280275,228891
"SPRATIIIa-IV",2006,1.622,78028,172474
"SPRATIIIa-IV",2007,1.561,99902,135402
"SPRATIIIa-IV",2008,1.318,69892,102539
"SPRATIIIa-IV",2009,0.846,170934,187963
"SPRATIIIa-IV",2010,0.98,145415,188151
"SPRATIIIa-IV",2011,0.89,122472,166542
"SPRATIIIa-IV",2012,1.35,96030,134592
"SPRATIIIa-IV",2013,1.198,60207,108228
"SPRATIIIa-IV",2014,0.568,190268,219476
"SPRATIIIa-IV",2015,1.361,298227,349759
"SPRATIIIa-IV",2016,2.203,227169,224583
"SPRATIIIa-IV",2017,1.393,135824,174207
"SPRATIIIa-IV",2018,1.4,190052,217510
"SPRATIIIa-IV",2019,1.015,137000,248824
"SPRATIIIa-IV",2020,1.671,NA,266000
"SPRATIIIa-IV",2021,NA,NA,162000
"SPRATNS",1974,0.977,380000,590000
"SPRATNS",1975,1.51,637000,519000
"SPRATNS",1976,1.15,557000,515000
"SPRATNS",1977,1.52,319000,363000
"SPRATNS",1978,1.58,379000,278000
"SPRATNS",1979,1.51,369000,4e+05
"SPRATNS",1980,1.56,3e+05,246000
"SPRATNS",1981,1.34,204000,157000
"SPRATNS",1982,0.866,123000,101000
"SPRATNS",1983,1.66,85200,71600
"SPRATNS",1984,1.06,85600,68200
"SPRATNS",1985,1.45,40900,42900
"SPRATNS",1986,1.08,15700,18500
"SPRATNS",1987,0.432,37600,75500
"SPRATNS",1988,0.208,96000,80400
"SPRATNS",1989,0.072,51900,177000
"SPRATNS",1990,2.32,67400,125000
"SPRATNS",1991,0.616,115000,89600
"SPRATNS",1992,0.735,148000,229000
"SPRATNS",1993,1.86,209000,269000
"SPRATNS",1994,0.938,314000,301000
"SPRATNS",1995,1.39,388000,144000
"SPRATNS",1996,0.607,84600,118000
"SPRATNS",1997,0.626,105000,342000
"SPRATNS",1998,1.23,172000,322000
"SPRATNS",1999,0.598,215000,212000
"SPRATNS",2000,0.758,195000,293000
"SPRATNS",2001,1.54,132000,193000
"SPRATNS",2002,1.41,157000,78100
"SPRATNS",2003,0.952,160000,187000
"SPRATNS",2004,1.7,208000,85700
"SPRATNS",2005,0.771,232000,380000
"SPRATNS",2006,0.825,74600,213000
"SPRATNS",2007,1.27,85100,142000
"SPRATNS",2008,0.634,63600,223000
"SPRATNS",2009,0.459,163000,379000
"SPRATNS",2010,0.496,126000,311000
"SPRATNS",2011,0.536,119000,355000
"SPRATNS",2012,0.365,86200,294000
"SPRATNS",2013,0.812,81300,217000
"SPRATNS",2014,0.646,193000,369000
"SPRATNS",2015,1.27,286000,576000
"SPRATNS",2016,1.57,253000,209000
"SPRATNS",2017,1.72,140000,409000
"SPRATNS",2018,NA,NA,409000
"SPRATVIIde",1977,NA,3240,NA
"SPRATVIIde",1978,NA,5000,NA
"SPRATVIIde",1979,NA,14800,NA
"SPRATVIIde",1980,NA,17700,NA
"SPRATVIIde",1981,NA,13900,NA
"SPRATVIIde",1982,NA,6610,NA
"SPRATVIIde",1983,NA,6910,NA
"SPRATVIIde",1984,NA,4460,NA
"SPRATVIIde",1985,NA,3790,NA
"SPRATVIIde",1986,NA,1180,NA
"SPRATVIIde",1987,NA,2710,NA
"SPRATVIIde",1988,NA,5480,NA
"SPRATVIIde",1989,NA,3420,NA
"SPRATVIIde",1990,NA,2200,NA
"SPRATVIIde",1991,NA,2570,NA
"SPRATVIIde",1992,NA,7210,NA
"SPRATVIIde",1993,NA,1800,NA
"SPRATVIIde",1994,NA,6750,NA
"SPRATVIIde",1995,NA,3600,NA
"SPRATVIIde",1996,NA,1790,NA
"SPRATVIIde",1997,NA,2870,NA
"SPRATVIIde",1998,NA,5710,NA
"SPRATVIIde",1999,NA,6620,NA
"SPRATVIIde",2000,NA,1700,NA
"SPRATVIIde",2001,NA,1350,NA
"SPRATVIIde",2002,NA,1200,NA
"SPRATVIIde",2003,NA,1440,NA
"SPRATVIIde",2004,NA,842,NA
"SPRATVIIde",2005,NA,1640,NA
"SPRATVIIde",2006,NA,1980,NA
"SPRATVIIde",2007,NA,2710,NA
"SPRATVIIde",2008,NA,3370,NA
"SPRATVIIde",2009,NA,2780,NA
"SPRATVIIde",2010,NA,4410,NA
"SPRATVIIde",2011,NA,3180,NA
"SPRATVIIde",2012,NA,4470,NA
"SPRATVIIde",2013,0.053664175,3790,70680.3
"SPRATVIIde",2014,0.042942135,3660,85184.4
"SPRATVIIde",2015,0.046182861,3010,65219
"SPRATVIIde",2016,0.339826575,3340,9825.6
"SPRATVIIde",2017,0.08344813,2730,32750.8
"SPRATVIIde",2018,0.110172367,2250,17091.4
"SPRATVIIde",2019,NA,1570,NA
"SPRATVIIde",2020,NA,873,NA
"SPRBLKGSA29",1991,0.23,17655.71,70400
"SPRBLKGSA29",1992,0.15,19907.29,56700
"SPRBLKGSA29",1993,0.09,15718.24,61600
"SPRBLKGSA29",1994,0.09,19263.71,109000
"SPRBLKGSA29",1995,0.1,23746.09,132000
"SPRBLKGSA29",1996,0.11,29497.16,165000
"SPRBLKGSA29",1997,0.11,28600.08,160611
"SPRBLKGSA29",1998,0.15,39461.96,188044
"SPRBLKGSA29",1999,0.15,40342.98,209099
"SPRBLKGSA29",2000,0.2,48788.56,313548
"SPRBLKGSA29",2001,0.26,63501.89,284722
"SPRBLKGSA29",2002,0.3,71883.01,264353
"SPRBLKGSA29",2003,0.27,68045.74,207260
"SPRBLKGSA29",2004,0.24,55082.77,185160
"SPRBLKGSA29",2005,0.23,58255.42,185883
"SPRBLKGSA29",2006,0.16,40706.78,176381
"SPRBLKGSA29",2007,0.18,39339.87,243647
"SPRBLKGSA29",2008,0.36,72563.47,340573
"SPRBLKGSA29",2009,0.44,91318.65,347026
"SPRBLKGSA29",2010,0.6,92395.44,308988
"SPRBLKGSA29",2011,0.64,118899.67,198824
"SPRBLKGSA29",2012,0.18,35225.53,133762
"SPRBLKGSA29",2013,0.16,29716.2,147295
"SPRBLKGSA29",2014,0.28,56451.43,314450
"SPRBLKGSA29",2015,0.46,107453.67,220866
"SPRBLKGSA29",2016,0.32,80027.82,231306
"SPRBLKGSA29",2017,0.21,52573.82,210643
"SPRBLKGSA29",2018,0.19,38902.54,195736
"SPRBLKGSA29",2019,0.26,61346.78,224274
"SPRBLKGSA29",2020,0.21,49121.96,190865
"SPRBLKGSA29",2021,0.13,49227.95,NA
"SPRBLKGSA29",2022,0.04,12951.32,NA
"SSARDCH",2002,0.49,38974,40951
"SSARDCH",2003,0.34,32843,57096
"SSARDCH",2004,0.39,36545,57102
"SSARDCH",2005,0.48,52569,58821
"SSARDCH",2006,0.32,39146,77957
"SSARDCH",2007,0.56,50506,61494
"SSARDCH",2008,0.67,45078,40283
"SSARDCH",2009,0.88,49225,31677
"SSARDCH",2010,0.36,20123,30535
"SSARDCH",2011,0.31,16429,29097
"SSARDCH",2012,0.26,19763,31432
"SSARDCH",2013,0.3,21888,46501
"SSARDCH",2014,0.38,22951,39131
"SSARDCH",2015,0.36,23643,42501
"SSARDCH",2016,0.42,18495,32793
"SSARDCH",2017,0.48,14134,19677
"SSARDCH",2018,0.25,8355,20680
"SSARDCH",2019,0.25,11278,24776
"SSARDCH",2020,0.26,15471,38349
