area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Ecuador (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,134.1970908000,6741.486501288556
"Ecuador (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,9503.0920066500,6810965.823632125
"Ecuador (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,9503.0920066500,477394.59999779775
"Ecuador (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,6642.7559946000,333703.5818137835
"Ecuador (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,191.9816567000,9644.335353490864
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,246038.3439588000,24320091.672164805
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,915.6560412000,799968.1196338149
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,11675.0000000000,8818886.375
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,355.7470581076,310800.4450739596
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,444.0000000000
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,795995.0000000000,40147023.34746105
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,321304.0000000000
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,95589.8428085591,9448745.681775803
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,56297.0000000000,42524783.405
"Peru",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,5335512.0000000000,269103354.7128545
"Chile (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1296873.2578523400,115306558.32980998
"Chile (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,4826.4421476600,7896797.799220352
"Chile (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,276765.4374179910,24607547.314347126
"Chile (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,1030.0099597873,1685253.8857359192
"Ecuador (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,2934.9112171500,267467.9059643597
"Ecuador (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2470.9684522050,225187.3084791472
"Ecuador (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,2470.9684522050,3111379.2298367787
"Ecuador (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,2934.9112171500,3695563.896943634
"Ecuador (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,49.9185545900,4549.238555134287
"Ecuador (mainland)",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,59.2911357000,5403.392039684034
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1639011.0000000000,156209645.17607427
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,555802.8247938600,49417096.42706142
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,61388.0000000000,80582431.512
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,8797136.0000000000,838430915.4274555
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,441.4328399089,722251.6653153879
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2068.4752061400,3384341.9139515795
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,747322.0000000000
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,11358.0000000000,14909351.292
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,534.0000000000
"Peru",eez,2004,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,118613.7588934240,10546091.706148705
"Chile (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,192408.3395488310,58247348.042041264
"Chile (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,4019.8406616200,5536281.332968867
"Chile (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,716.0666733908,986194.9491940086
"Chile (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1080138.0593383800,326987788.6959806
"Ecuador (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,310.0442863000,39415.705738269
"Ecuador (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,3887.5884230700,494226.3027771473
"Ecuador (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,78.5371398600,9984.369753073683
"Ecuador (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,15347.1921718500,1951077.4340443157
"Ecuador (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,3887.5884230700,3835131.6374421474
"Ecuador (mainland)",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,15347.1921718500,15140106.36899836
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,8627711.0000000000,527236738.4939152
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,657717.0000000000
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,82460.7169494991,24963149.16087486
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1731092.0000000000,105786494.25240467
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,462916.3111450200,140137623.72684884
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,78083.0000000000,80881885.135
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1722.7888549800,2372691.9998438004
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,547.0000000000
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,27750.0000000000,28744698.75
"Peru",eez,2005,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,306.8857171675,422654.9782260037
"Chile (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,116462.1313659380,34969244.30694364
"Chile (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2583.1289695400,3776206.496088349
"Chile (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,433.4253451735,633612.8096247572
"Chile (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,694091.1710304600,208409750.4174272
"Ecuador (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,524.5467252000,110170.09920966717
"Ecuador (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,25965.0628974000,26597961.305524126
"Ecuador (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,4011.0731580150,4108843.0662416155
"Ecuador (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,25965.0628974000,5453419.910878525
"Ecuador (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,4011.0731580150,842442.2582893013
"Ecuador (mainland)",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,81.0317809700,17019.035520995985
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,185.7537193601,271548.34698203875
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,297467.6447273400,89318464.46461166
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,912357.0000000000,202357076.2409232
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,43466.0000000000,45087412.19800001
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,372259.0000000000
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,607.0000000000
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1107.0552726600,1618374.212609292
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,5891836.0000000000,1306785289.8054335
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,90830.0000000000,94218231.49000001
"Peru",eez,2006,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,49912.3420139732,14986818.988690063
"Chile (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,3617.4145886200,3091810.7602397734
"Chile (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,89419.0540539199,11210544.476130288
"Chile (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,332.7818571912,284429.252348677
"Chile (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,972005.4854113810,121861171.98998946
"Ecuador (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2217.1391965800,222193.53786042175
"Ecuador (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,44.7906908400,4488.758340614581
"Ecuador (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,17877.3679755000,1791604.0834225642
"Ecuador (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,361.1589490000,36194.02188732453
"Ecuador (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,2217.1391965800,1323172.0439749695
"Ecuador (mainland)",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,17877.3679755000,10669079.127518585
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,38322.4517373942,4804519.06119869
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,75090.0000000000,45553911.675000004
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,667.0000000000
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,968747.0000000000,141420647.9383308
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,392454.0000000000
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,416573.7794620200,52226216.567138284
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,6084712.0000000000,888264855.0737568
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,133343.0000000000,80893531.02250001
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,142.6207959391,121898.25100657549
"Peru",eez,2007,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1550.3205379800,1325061.7543884744
"Chile (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2898.4747640800,4801679.959094502
"Chile (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,778825.1252359200,70081876.3785148
"Chile (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,39121.0384733959,3520271.3590694065
"Chile (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,145.5928154929,241192.40678036408
"Ecuador (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,3017.8072470150,3473982.0082810344
"Ecuador (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,238.4695759000,20423.164142298294
"Ecuador (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,3017.8072470150,258452.98094315385
"Ecuador (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,60.9658029700,5221.272342285936
"Ecuador (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,11804.2440070500,1010946.6250437655
"Ecuador (mainland)",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,11804.2440070500,13588585.335399685
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,968610.0000000000,146829187.7472
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,6159387.0000000000,933686200.05024
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,763.0000000000
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,62.3969209255,103368.17433444213
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,150955.0000000000,167022046.38
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,98594.0000000000,109087950.984
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,16766.1593457412,1508687.7253154686
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,333782.1965296800,30035089.87650634
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1242.2034703200,2057862.8396119294
"Peru",eez,2008,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,400445.0000000000
"Chile (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,44053.9368583464,5996414.179656612
"Chile (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,666125.9463810000,90669923.1707697
"Chile (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,163.9510849160,233994.59531602333
"Chile (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2479.0536190000,3538159.8642164175
"Ecuador (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,413.3543339970,46267.483812201855
"Ecuador (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,103.8718637000,11626.561951852831
"Ecuador (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,413.3543339970,448851.1374289924
"Ecuador (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,5141.6572531500,5583197.069764256
"Ecuador (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,5141.6572531500,575514.816616715
"Ecuador (mainland)",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,8.3505926060,934.6966426707445
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,1069.0000000000
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1062.4515510000,1516354.2275213222
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,106530.0000000000,112818359.37
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,5828635.0000000000,940890746.4314455
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,285482.5484490000,38858538.50175845
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,70.2647506783,100283.39799258154
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,174874.0000000000,185196637.346
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,544474.0000000000,87892027.5969442
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,18880.2586535770,2569891.791281401
"Peru",eez,2009,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,578609.0000000000
"Chile (mainland)",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,377.6326314901,435024.86119135463
"Chile (mainland)",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1960.5326202000,2258492.407285376
"Chile (mainland)",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,101470.5337987700,18492646.8373708
"Chile (mainland)",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,526798.4673798000,96007162.34569502
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,840.2282658000,967925.3174080183
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,43487.3716280442,7925420.0731589
